ID,AdmArea,Month,Year,TotalAmount,Suppliers,global_id
538,Северо-Западный административный округ,Июль,2019,1253602160,"Supplier:ОАО «МОЭК»
Amount:455653881

Supplier:Газпром межрегионгаз Москва
Amount:16159927

Supplier:Мосводоканал
Amount:124012352

Supplier:Ростелеком
Amount:48188630

Supplier:РСВО
Amount:11349909

Supplier:прочие
Amount:217516652

Supplier:управляющие компании
Amount:380720805

",1006308792
539,Зеленоградский административный округ,Июль,2019,397835755,"Supplier:ОАО «МОЭК»
Amount:146837338

Supplier:Газпром межрегионгаз Москва
Amount:171298

Supplier:Мосводоканал
Amount:40273315

Supplier:Ростелеком
Amount:16953026

Supplier:РСВО
Amount:3577730

Supplier:прочие
Amount:68753021

Supplier:управляющие компании
Amount:121270029

",1006308947
540,Новомосковский административный округ,Июль,2019,231485689,"Supplier:ОАО «МОЭК»
Amount:37428527

Supplier:Мосводоканал
Amount:16313967

Supplier:управляющие компании
Amount:24785024

Supplier:прочие
Amount:152958169

",1006309078
541,Троицкий административный округ,Июль,2019,78519533,"Supplier:ОАО «МОЭК»
Amount:9323408

Supplier:Мосводоканал
Amount:7969294

Supplier:управляющие компании
Amount:16156670

Supplier:прочие
Amount:45070159

",1006309194
542,Центральный административный округ,Июнь,2019,1310177657,"Supplier:ОАО «МОЭК»
Amount:462438253

",1006475393
543,Северный административный округ,Июнь,2019,1761893824,"Supplier:ОАО «МОЭК»
Amount:655220203

",1006475473
544,Северо-Восточный административный округ,Июнь,2019,2005771773,"Supplier:ОАО «МОЭК»
Amount:735915913

",1006475528
545,Восточный административный округ,Июнь,2019,2213563075,"Supplier:ОАО «МОЭК»
Amount:792548336

",1006475602
546,Юго-Восточный административный округ,Июнь,2019,2074596160,"Supplier:ОАО «МОЭК»
Amount:657582877

",1006475665
547,Южный административный округ,Июнь,2019,2313369841,"Supplier:ОАО «МОЭК»
Amount:870790362

",1006475745
548,Юго-Западный административный округ,Июнь,2019,2159611863,"Supplier:ОАО «МОЭК»
Amount:827610943

Supplier:Газпром межрегионгаз Москва
Amount:19759722

Supplier:Мосводоканал
Amount:205555543

Supplier:Ростелеком
Amount:82968312

Supplier:РСВО
Amount:17698485

Supplier:прочие
Amount:391056809

Supplier:управляющие компании
Amount:614962045

",1006476007
549,Западный административный округ,Июнь,2019,1774546107,"Supplier:ОАО «МОЭК»
Amount:627440620

Supplier:Газпром межрегионгаз Москва
Amount:23023470

Supplier:Мосводоканал
Amount:177417334

Supplier:Ростелеком
Amount:65510556

Supplier:РСВО
Amount:14626627

Supplier:прочие
Amount:346595046

Supplier:управляющие компании
Amount:519932450

",1006476231
550,Северо-Западный административный округ,Июнь,2019,1271446352,"Supplier:ОАО «МОЭК»
Amount:464490608

Supplier:Газпром межрегионгаз Москва
Amount:16084471

Supplier:Мосводоканал
Amount:125123977

Supplier:Ростелеком
Amount:48243064

Supplier:РСВО
Amount:11422680

Supplier:прочие
Amount:223314252

Supplier:управляющие компании
Amount:382767295

",1006476476
551,Зеленоградский административный округ,Июнь,2019,406789035,"Supplier:Газпром межрегионгаз Москва
Amount:172161

Supplier:Мосводоканал
Amount:41303452

Supplier:Ростелеком
Amount:16939692

Supplier:РСВО
Amount:3600609

Supplier:прочие
Amount:222820073

Supplier:управляющие компании
Amount:121953044

",1006476688
552,Новомосковский административный округ,Июнь,2019,244658344,"Supplier:ОАО «МОЭК»
Amount:50310895

Supplier:Мосводоканал
Amount:15753838

Supplier:управляющие компании
Amount:25225780

Supplier:прочие
Amount:153367828

",1006476867
553,Троицкий административный округ,Июнь,2019,76256147,"Supplier:ОАО «МОЭК»
Amount:13110062

Supplier:Мосводоканал
Amount:8019781

Supplier:прочие
Amount:41009442

Supplier:управляющие компании
Amount:14116860

",1006477057
554,Центральный административный округ,Август,2019,1289896855,"Supplier:ОАО «МОЭК»
Amount:463252340

Supplier:Газпром межрегионгаз Москва
Amount:23160169

Supplier:Мосводоканал
Amount:124752228

Supplier:Ростелеком
Amount:36072060

Supplier:РСВО
Amount:10006179

Supplier:управляющие компании
Amount:417865054

Supplier:прочие
Amount:241788821

",1023571758
555,Северный административный округ,Август,2019,1749541888,"Supplier:ОАО «МОЭК»
Amount:636476832

Supplier:Газпром межрегионгаз Москва
Amount:30496958

Supplier:Мосводоканал
Amount:180940347

Supplier:Ростелеком
Amount:61716765

Supplier:РСВО
Amount:15427585

Supplier:управляющие компании
Amount:480425216

Supplier:прочие
Amount:344058181

",1023571790
556,Северо-Восточный административный округ,Август,2019,198436486,"Supplier:ОАО «МОЭК»
Amount:718995331

Supplier:Газпром межрегионгаз Москва
Amount:21611500

Supplier:Мосводоканал
Amount:202458895

Supplier:Ростелеком
Amount:70034369

Supplier:РСВО
Amount:17198147

Supplier:управляющие компании
Amount:513322812

Supplier:прочие
Amount:362640309

",1023571834
557,Восточный административный округ,Август,2019,2155967558,"Supplier:ОАО «МОЭК»
Amount:753390002

Supplier:Газпром межрегионгаз Москва
Amount:43688074

Supplier:Мосэнергосбыт
Amount:23176811

Supplier:Мосводоканал
Amount:221144303

Supplier:РСВО
Amount:16705476

Supplier:Ростелеком
Amount:85419880

Supplier:прочие
Amount:345088390

Supplier:управляющие компании
Amount:667354617

",1023571850
558,Юго-Восточный административный округ,Август,2019,2036564103,"Supplier:ОАО «МОЭК»
Amount:620653367

Supplier:Мосэнергосбыт
Amount:31799451

Supplier:Газпром межрегионгаз Москва
Amount:27476457

Supplier:Мосводоканал
Amount:178205043

Supplier:Ростелеком
Amount:4051418

Supplier:РСВО
Amount:14989767

Supplier:прочие
Amount:431867475

Supplier:управляющие компании
Amount:727521121

",1023571874
559,Южный административный округ,Август,2019,2256198383,"Supplier:ОАО «МОЭК»
Amount:841365079

Supplier:Газпром межрегионгаз Москва
Amount:30689158

Supplier:Мосводоканал
Amount:223908850

Supplier:Ростелеком
Amount:87248293

Supplier:РСВО
Amount:19646612

Supplier:прочие
Amount:418353851

Supplier:управляющие компании
Amount:634986536

",1023571885
560,Юго-Западный административный округ,Август,2019,2131349972,"Supplier:ОАО «МОЭК»
Amount:807781244

Supplier:Газпром межрегионгаз Москва
Amount:20358548

Supplier:Мосводоканал
Amount:204869307

Supplier:Ростелеком
Amount:82761152

Supplier:РСВО
Amount:17602133

Supplier:прочие
Amount:384184289

Supplier:управляющие компании
Amount:613793306

",1023571910
561,Западный административный округ,Август,2019,1763738561,"Supplier:ОАО «МОЭК»
Amount:614899604

Supplier:Газпром межрегионгаз Москва
Amount:23665342

Supplier:Мосводоканал
Amount:176212174

Supplier:Ростелеком
Amount:65455400

Supplier:РСВО
Amount:14558558

Supplier:прочие
Amount:351151522

Supplier:управляющие компании
Amount:517795957

",1023571911
562,Северо-Западный административный округ,Август,2019,1259897801,"Supplier:ОАО «МОЭК»
Amount:451812901

Supplier:Газпром межрегионгаз Москва
Amount:16754251

Supplier:Мосводоканал
Amount:125356867

Supplier:Ростелеком
Amount:47207913

Supplier:РСВО
Amount:11374256

Supplier:управляющие компании
Amount:380239689

Supplier:прочие
Amount:227151921

",1023571912
563,Зеленоградский административный округ,Август,2019,401655185,"Supplier:Газпром межрегионгаз Москва
Amount:178999

Supplier:Мосводоканал
Amount:41979640

Supplier:Ростелеком
Amount:16958545

Supplier:РСВО
Amount:3577305

Supplier:прочие
Amount:217514893

Supplier:управляющие компании
Amount:121445801

",1023571918
564,Новомосковский административный округ,Август,2019,227875723,"Supplier:ОАО «МОЭК»
Amount:34696371

Supplier:Мосводоканал
Amount:16510656

Supplier:управляющие компании
Amount:24773672

Supplier:прочие
Amount:151895022

",1023571919
565,Троицкий административный округ,Август,2019,75983796,"Supplier:ОАО «МОЭК»
Amount:9963464

Supplier:Мосводоканал
Amount:8503593

Supplier:управляющие компании
Amount:15273995

Supplier:прочие
Amount:42242742

",1023571924
566,Центральный административный округ,Сентябрь,2019,130597783,"Supplier:ОАО «МОЭК»
Amount:470322670

Supplier:Газпром межрегионгаз Москва
Amount:22861520

Supplier:Мосводоканал
Amount:125202915

Supplier:Ростелеком
Amount:36047018

Supplier:РСВО
Amount:9986692

Supplier:управляющие компании
Amount:405866006

Supplier:прочие
Amount:235690978

",1023596582
567,Северный административный округ,Сентябрь,2019,1734256067,"Supplier:ОАО «МОЭК»
Amount:637821350

Supplier:Газпром межрегионгаз Москва
Amount:30158912

Supplier:Мосводоканал
Amount:180861460

Supplier:Ростелеком
Amount:61654304

Supplier:РСВО
Amount:15349903

Supplier:управляющие компании
Amount:472401914

Supplier:прочие
Amount:336008220

",1023596620
568,Северо-Восточный административный округ,Сентябрь,2019,1972009429,"Supplier:ОАО «МОЭК»
Amount:714108976

Supplier:Газпром межрегионгаз Москва
Amount:21334736

Supplier:Мосводоканал
Amount:203300827

Supplier:Ростелеком
Amount:69594463

Supplier:РСВО
Amount:17053393

Supplier:управляющие компании
Amount:585839221

Supplier:прочие
Amount:360777808

",1023596663
569,Восточный административный округ,Сентябрь,2019,2157104050,"Supplier:ОАО «МОЭК»
Amount:752642431

Supplier:Мосэнергосбыт
Amount:22841038

Supplier:Газпром межрегионгаз Москва
Amount:43265269

Supplier:Мосводоканал
Amount:222850523

Supplier:Ростелеком
Amount:85188335

Supplier:РСВО
Amount:16693034

Supplier:управляющие компании
Amount:674159909

Supplier:прочие
Amount:312463505

",1023596710
570,Юго-Восточный административный округ,Сентябрь,2019,2040681876,"Supplier:ОАО «МОЭК»
Amount:620544540

Supplier:Мосэнергосбыт
Amount:30868440

Supplier:Газпром межрегионгаз Москва
Amount:27181306

Supplier:Мосводоканал
Amount:177848327

Supplier:Ростелеком
Amount:4089448

Supplier:РСВО
Amount:14891087

Supplier:управляющие компании
Amount:721792477

Supplier:прочие
Amount:443466246

",1023596753
571,Южный административный округ,Сентябрь,2019,2267308795,"Supplier:ОАО «МОЭК»
Amount:851039008

Supplier:Газпром межрегионгаз Москва
Amount:30320609

Supplier:Мосводоканал
Amount:226362291

Supplier:Ростелеком
Amount:87304227

Supplier:РСВО
Amount:18984138

Supplier:управляющие компании
Amount:634421609

Supplier:прочие
Amount:418876908

",1023596789
572,Юго-Западный административный округ,Сентябрь,2019,2144334457,"Supplier:ОАО «МОЭК»
Amount:806352300

Supplier:Газпром межрегионгаз Москва
Amount:20046669

Supplier:Мосводоканал
Amount:204662462

Supplier:Ростелеком
Amount:82521567

Supplier:РСВО
Amount:17461570

Supplier:управляющие компании
Amount:615333980

Supplier:прочие
Amount:397955905

",1023596828
573,Западный административный округ,Сентябрь,2019,1755935919,"Supplier:ОАО «МОЭК»
Amount:616932750

Supplier:Газпром межрегионгаз Москва
Amount:23318378

Supplier:Мосводоканал
Amount:176266804

Supplier:Ростелеком
Amount:65322190

Supplier:РСВО
Amount:14425307

Supplier:управляющие компании
Amount:51409191

Supplier:прочие
Amount:342261296

",1023596868
574,Северо-Западный административный округ,Сентябрь,2019,1257019398,"Supplier:ОАО «МОЭК»
Amount:455468569

Supplier:Газпром межрегионгаз Москва
Amount:16466368

Supplier:Мосводоканал
Amount:125702607

Supplier:Ростелеком
Amount:47225905

Supplier:РСВО
Amount:11305513

Supplier:управляющие компании
Amount:380959775

Supplier:прочие
Amount:219890657

",1023596906
575,Зеленоградский административный округ,Сентябрь,2019,403394940,"Supplier:Газпром межрегионгаз Москва
Amount:173905

Supplier:Мосводоканал
Amount:42257140

Supplier:Ростелеком
Amount:16944002

Supplier:РСВО
Amount:3559879

Supplier:управляющие компании
Amount:121344504

Supplier:прочие
Amount:219088507

",1023596943
576,Новомосковский административный округ,Сентябрь,2019,238719607,"Supplier:ОАО «МОЭК»
Amount:33926188

Supplier:Мосводоканал
Amount:16512390

Supplier:управляющие компании
Amount:24648879

Supplier:прочие
Amount:163632148

",1023596973
577,Троицкий административный округ,Сентябрь,2019,77307377,"Supplier:ОАО «МОЭК»
Amount:10333057

Supplier:Мосводоканал
Amount:8458879

Supplier:управляющие компании
Amount:15254970

Supplier:прочие
Amount:43260468

",1023596997
578,Центральный административный округ,Октябрь,2019,1322195308,"Supplier:ОАО «МОЭК»
Amount:497618104

Supplier:Газпром межрегионгаз Москва
Amount:22832796

Supplier:Мосводоканал
Amount:135359286

Supplier:Ростелеком
Amount:36230608

Supplier:РСВО
Amount:9986494

Supplier:прочие
Amount:208686095

Supplier:управляющие компании
Amount:259172944

",1023597034
579,Северный административный округ,Октябрь,2019,1760944558,"Supplier:ОАО «МОЭК»
Amount:661863008

Supplier:Газпром межрегионгаз Москва
Amount:30118597

Supplier:Мосводоканал
Amount:192495767

Supplier:Ростелеком
Amount:61452301

Supplier:РСВО
Amount:15240679

Supplier:прочие
Amount:85926899

Supplier:управляющие компании
Amount:299487952

",1023597078
580,Северо-Восточный административный округ,Октябрь,2019,2014797258,"Supplier:ОАО «МОЭК»
Amount:734639702

Supplier:Газпром межрегионгаз Москва
Amount:21309484

Supplier:Мосводоканал
Amount:217133849

Supplier:Ростелеком
Amount:69684326

Supplier:РСВО
Amount:16994648

Supplier:прочие
Amount:85088030

Supplier:управляющие компании
Amount:432427844

",1023597110
581,Восточный административный округ,Октябрь,2019,2195110158,"Supplier:ОАО «МОЭК»
Amount:773582350

Supplier:Газпром межрегионгаз Москва
Amount:43231741

Supplier:Мосэнергосбыт
Amount:22843105

Supplier:Мосводоканал
Amount:236115169

Supplier:Ростелеком
Amount:85049154

Supplier:РСВО
Amount:16572295

Supplier:управляющие компании
Amount:373583415

Supplier:прочие
Amount:64111166

",1023597144
582,Юго-Восточный административный округ,Октябрь,2019,2019372403,"Supplier:ОАО «МОЭК»
Amount:637171676

Supplier:Мосэнергосбыт
Amount:33492942

Supplier:Газпром межрегионгаз Москва
Amount:27327973

Supplier:Мосводоканал
Amount:189183823

Supplier:Ростелеком
Amount:4033906

Supplier:РСВО
Amount:14922716

Supplier:управляющие компании
Amount:395772141

Supplier:прочие
Amount:204822666

",1023597179
583,Южный административный округ,Октябрь,2019,2297168463,"Supplier:ОАО «МОЭК»
Amount:868481966

Supplier:Газпром межрегионгаз Москва
Amount:29987632

Supplier:Мосводоканал
Amount:238421967

Supplier:Ростелеком
Amount:86668922

Supplier:РСВО
Amount:19837902

Supplier:управляющие компании
Amount:539196729

Supplier:прочие
Amount:88237720

",1023597215
584,Юго-Западный административный округ,Октябрь,2019,2163558275,"Supplier:ОАО «МОЭК»
Amount:827602121

Supplier:Газпром межрегионгаз Москва
Amount:20028397

Supplier:Мосводоканал
Amount:217008529

Supplier:Ростелеком
Amount:82226407

Supplier:РСВО
Amount:17355178

Supplier:управляющие компании
Amount:502439229

Supplier:прочие
Amount:72176599

",1023598116
585,Западный административный округ,Октябрь,2019,1790740193,"Supplier:ОАО «МОЭК»
Amount:634790328

Supplier:Газпром межрегионгаз Москва
Amount:23253646

Supplier:Мосводоканал
Amount:184388805

Supplier:Ростелеком
Amount:65180768

Supplier:РСВО
Amount:14391272

Supplier:управляющие компании
Amount:414475469

Supplier:прочие
Amount:66369505

",1023598152
586,Северо-Западный административный округ,Октябрь,2019,1282234427,"Supplier:ОАО «МОЭК»
Amount:469744935

Supplier:Газпром межрегионгаз Москва
Amount:16424600

Supplier:Мосводоканал
Amount:132231662

Supplier:Ростелеком
Amount:47213957

Supplier:РСВО
Amount:11204052

Supplier:управляющие компании
Amount:293150800

Supplier:прочие
Amount:36042888

",1023598195
587,Зеленоградский административный округ,Октябрь,2019,416451800,"Supplier:Газпром межрегионгаз Москва
Amount:174701

Supplier:Мосводоканал
Amount:45032274

Supplier:Ростелеком
Amount:16914141

Supplier:РСВО
Amount:3526016

Supplier:управляющие компании
Amount:109133469

Supplier:прочие
Amount:12267304

",1023598231
588,Новомосковский административный округ,Октябрь,2019,250148365,"Supplier:ОАО «МОЭК»
Amount:37560203

Supplier:Мосводоканал
Amount:16929563

Supplier:управляющие компании
Amount:24585852

Supplier:прочие
Amount:24303782

",1023598250
589,Троицкий административный округ,Октябрь,2019,83026568,"Supplier:ОАО «МОЭК»
Amount:17228656

Supplier:Мосводоканал
Amount:8553538

Supplier:управляющие компании
Amount:13783345

Supplier:прочие
Amount:13820567

",1023598263
590,Центральный административный округ,Ноябрь,2019,1338087340,"Supplier:ОАО «МОЭК»
Amount:508016823

Supplier:Газпром межрегионгаз Москва
Amount:23003322

Supplier:Мосводоканал
Amount:138992418

Supplier:Ростелеком
Amount:36208213

Supplier:РСВО
Amount:9975654

Supplier:прочие
Amount:234916101

Supplier:управляющие компании
Amount:386974807

",1023598321
591,Северный административный округ,Ноябрь,2019,193736403,"Supplier:ОАО «МОЭК»
Amount:668656081

Supplier:Газпром межрегионгаз Москва
Amount:30126544

Supplier:Мосводоканал
Amount:197590795

Supplier:Ростелеком
Amount:61850846

Supplier:РСВО
Amount:15154199

Supplier:прочие
Amount:336629025

Supplier:управляющие компании
Amount:483728908

",1023598398
592,Северо-Восточный административный округ,Ноябрь,2019,2041011751,"Supplier:ОАО «МОЭК»
Amount:752619005

Supplier:Газпром межрегионгаз Москва
Amount:21303248

Supplier:Мосводоканал
Amount:220426924

Supplier:Ростелеком
Amount:70090455

Supplier:РСВО
Amount:16794509

Supplier:управляющие компании
Amount:592383111

Supplier:прочие
Amount:285038092

",1023598442
593,Восточный административный округ,Ноябрь,2019,2214469628,"Supplier:ОАО «МОЭК»
Amount:792518745

Supplier:Газпром межрегионгаз Москва
Amount:43627625

Supplier:Ростелеком
Amount:83888577

Supplier:Мосэнергосбыт
Amount:23339741

Supplier:Мосводоканал
Amount:239704663

Supplier:РСВО
Amount:16455955

Supplier:прочие
Amount:337997150

Supplier:управляющие компании
Amount:677297167

",1023600694
594,Юго-Восточный административный округ,Ноябрь,2019,2150502692,"Supplier:ОАО «МОЭК»
Amount:674503674

Supplier:Мосэнергосбыт
Amount:34221558

Supplier:Газпром межрегионгаз Москва
Amount:27371279

Supplier:Мосводоканал
Amount:194487482

Supplier:Ростелеком
Amount:4060182

Supplier:РСВО
Amount:14990673

Supplier:прочие
Amount:465538716

Supplier:управляющие компании
Amount:735482123

",1023600727
595,Южный административный округ,Ноябрь,2019,2353793473,"Supplier:ОАО «МОЭК»
Amount:898225411

Supplier:Газпром межрегионгаз Москва
Amount:30446814

Supplier:Мосводоканал
Amount:245455365

Supplier:Ростелеком
Amount:87771292

Supplier:РСВО
Amount:19343535

Supplier:прочие
Amount:423964338

Supplier:управляющие компании
Amount:648586714

",1023600782
596,Юго-Западный административный округ,Ноябрь,2019,2191163805,"Supplier:ОАО «МОЭК»
Amount:848838919

Supplier:Газпром межрегионгаз Москва
Amount:20051789

Supplier:Мосводоканал
Amount:219835920

Supplier:Ростелеком
Amount:82321917

Supplier:РСВО
Amount:17313067

Supplier:прочие
Amount:390206864

Supplier:управляющие компании
Amount:502253494

",1023600904
597,Западный административный округ,Ноябрь,2019,1812193787,"Supplier:ОАО «МОЭК»
Amount:654301419

Supplier:Газпром межрегионгаз Москва
Amount:23328857

Supplier:Мосводоканал
Amount:190989802

Supplier:Ростелеком
Amount:65102664

Supplier:РСВО
Amount:14291309

Supplier:прочие
Amount:341334817

Supplier:управляющие компании
Amount:522844915

",1023600948
598,Северо-Западный административный округ,Ноябрь,2019,1307911700,"Supplier:ОАО «МОЭК»
Amount:484514648

Supplier:Газпром межрегионгаз Москва
Amount:16510483

Supplier:Мосводоканал
Amount:134328426

Supplier:Ростелеком
Amount:47020771

Supplier:РСВО
Amount:11161012

Supplier:прочие
Amount:230495195

Supplier:управляющие компании
Amount:383851162

",1023600972
599,Зеленоградский административный округ,Ноябрь,2019,423167346,"Supplier:Газпром межрегионгаз Москва
Amount:174102

Supplier:Мосводоканал
Amount:45633092

Supplier:Ростелеком
Amount:16928505

Supplier:РСВО
Amount:3507564

Supplier:прочие
Amount:15729888

Supplier:управляющие компании
Amount:109398638

",1023601003
600,Новомосковский административный округ,Ноябрь,2019,268111158,"Supplier:ОАО «МОЭК»
Amount:56730033

Supplier:Мосводоканал
Amount:17368358

Supplier:прочие
Amount:25688241

Supplier:управляющие компании
Amount:24642968

",1023601031
601,Троицкий административный округ,Ноябрь,2019,95942143,"Supplier:ОАО «МОЭК»
Amount:28059938

Supplier:Мосводоканал
Amount:7965

Supplier:прочие
Amount:16667800

Supplier:управляющие компании
Amount:13552114

",1023601066
602,Центральный административный округ,Декабрь,2019,1.34601342363E9,"Supplier:ОАО «МОЭК»
Amount:5.148744789E8

Supplier:Газпром межрегионгаз Москва
Amount:2.28639069E7

Supplier:Мосводоканал
Amount:1.4090185176E8

Supplier:Ростелеком
Amount:3.602622152E7

Supplier:РСВО
Amount:9888475.53

Supplier:прочие
Amount:2.3605056607E8

Supplier:управляющие компании
Amount:3.8540792295E8

",1146138315
603,Северный административный округ,Декабрь,2019,1.80977336164E9,"Supplier:ОАО «МОЭК»
Amount:6.7193691282E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.305274887E7

Supplier:РСВО
Amount:1.507426341E7

Supplier:прочие
Amount:3.3567841225E8

Supplier:управляющие компании
Amount:4.9219705161E8

",1146138319
604,Северо-Восточный административный округ,Декабрь,2019,2,"Supplier:ОАО «МОЭК»
Amount:7.6700267735E8

Supplier:Газпром межрегионгаз Москва
Amount:2.129650573E7

Supplier:Мосводоканал
Amount:2.2716471517E8

Supplier:Ростелеком
Amount:7.237725051E7

Supplier:РСВО
Amount:1.664177566E7

Supplier:прочие
Amount:3.6093483507E8

Supplier:управляющие компании
Amount:6.1144246643E8

",1146138321
605,Восточный административный округ,Декабрь,2019,2.25055493112E9,"Supplier:ОАО «МОЭК»
Amount:8.1504533879E8

Supplier:Мосэнергосбыт
Amount:2.321505878E7

Supplier:Газпром межрегионгаз Москва
Amount:4.325719057E7

Supplier:Мосводоканал
Amount:2.4655255752E8

Supplier:Ростелеком
Amount:8.296505768E7

Supplier:РСВО
Amount:1.635163913E7

Supplier:прочие
Amount:3.4056713783E8

Supplier:управляющие компании
Amount:6.8260095082E8

",1146138322
606,Юго-Восточный административный округ,Декабрь,2019,2.15180658658E9,"Supplier:ОАО «МОЭК»
Amount:6.7820038729E8

Supplier:Мосэнергосбыт
Amount:3.41330509E7

Supplier:Газпром межрегионгаз Москва
Amount:2.722785223E7

Supplier:Мосводоканал
Amount:1.9649237772E8

Supplier:Ростелеком
Amount:4107091.62

Supplier:РСВО
Amount:1.472730677E7

Supplier:прочие
Amount:4.5848160688E8

Supplier:управляющие компании
Amount:7.3843691317E8

",1146138328
607,Южный административный округ,Декабрь,2019,2.38975156099E9,"Supplier:ОАО «МОЭК»
Amount:9.1026009914E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.476190096E8

Supplier:Ростелеком
Amount:8.853834365E7

Supplier:РСВО
Amount:1.913093057E7

Supplier:прочие
Amount:4.4819959693E8

Supplier:управляющие компании
Amount:6.4583071185E8

",1146138334
608,Юго-Западный административный округ,Декабрь,2019,2.21915310052E9,"Supplier:ОАО «МОЭК»
Amount:8.7066617054E8

Supplier:Газпром межрегионгаз Москва
Amount:2

Supplier:Мосводоканал
Amount:2.2612771344E8

Supplier:Ростелеком
Amount:8.196942853E7

Supplier:РСВО
Amount:1.713258736E7

Supplier:прочие
Amount:3.9087445069E8

Supplier:управляющие компании
Amount:6.1236887923E8

",1146138336
906,Западный административный округ,Декабрь,2019,1.84640760459E9,"Supplier:ОАО «МОЭК»
Amount:6.709064914E8

Supplier:Газпром межрегионгаз Москва
Amount:2.333176539E7

Supplier:Мосводоканал
Amount:1.9689613627E8

Supplier:Ростелеком
Amount:6.511446767E7

Supplier:РСВО
Amount:1.42205225E7

Supplier:прочие
Amount:3.5090790655E8

Supplier:управляющие компании
Amount:5.2503031481E8

",1146138348
610,Северо-Западный административный округ,Декабрь,2019,1.31822304065E9,"Supplier:ОАО «МОЭК»
Amount:4.9672904413E8

Supplier:Газпром межрегионгаз Москва
Amount:1.642157998E7

Supplier:Мосводоканал
Amount:1.3935237707E8

Supplier:Ростелеком
Amount:4.724886878E7

Supplier:РСВО
Amount:1.107419071E7

Supplier:прочие
Amount:2.2305224002E8

Supplier:управляющие компании
Amount:3.8434473996E8

",1146138350
611,Зеленоградский административный округ,Декабрь,2019,4.2623478957E8,"Supplier:Газпром межрегионгаз Москва
Amount:175713.51

Supplier:Мосводоканал
Amount:4.64370194E7

Supplier:Ростелеком
Amount:1.687195311E7

Supplier:РСВО
Amount:3473109.14

Supplier:прочие
Amount:2.3767529117E8

Supplier:управляющие компании
Amount:1.2160170324E8

",1146138353
612,Новомосковский административный округ,Декабрь,2019,2.8082874172E8,"Supplier:ОАО «МОЭК»
Amount:6.928248492E7

Supplier:Мосводоканал
Amount:1.757343264E7

Supplier:прочие
Amount:1.6975595218E8

Supplier:управляющие компании
Amount:2.421915398E7

",1146138354
613,Троицкий административный округ,Декабрь,2019,1,"Supplier:ОАО «МОЭК»
Amount:3.575305947E7

Supplier:Мосводоканал
Amount:7906555.12

Supplier:прочие
Amount:5

Supplier:управляющие компании
Amount:1.357358447E7

",1146138357
614,Центральный административный округ,Январь,2020,1.38750364127E9,"Supplier:ОАО «МОЭК»
Amount:5.2703960938E8

Supplier:Газпром межрегионгаз Москва
Amount:2.282013644E7

Supplier:Мосводоканал
Amount:1.4311529367E8

Supplier:Ростелеком
Amount:3.831838949E7

Supplier:РСВО
Amount:9852814.56

Supplier:прочие
Amount:2.4413396384E8

Supplier:управляющие компании
Amount:4

",1146138450
615,Северный административный округ,Январь,2020,1.84829500287E9,"Supplier:ОАО «МОЭК»
Amount:6.7145745431E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.693031263E7

Supplier:РСВО
Amount:1.496596134E7

Supplier:прочие
Amount:3.4800100933E8

Supplier:управляющие компании
Amount:5.1433374793E8

",1146138451
616,Северо-Восточный административный округ,Январь,2020,2.12986141288E9,"Supplier:ОАО «МОЭК»
Amount:7.7433136793E8

Supplier:Газпром межрегионгаз Москва
Amount:2.12139727E7

Supplier:Мосводоканал
Amount:2.2868874344E8

Supplier:Ростелеком
Amount:7.678585355E7

Supplier:РСВО
Amount:1.662578128E7

Supplier:прочие
Amount:3.7457275815E8

Supplier:управляющие компании
Amount:6.3764293583E8

",1146138456
617,Восточный административный округ,Январь,2020,2.30571826693E9,"Supplier:ОАО «МОЭК»
Amount:8.3211780166E8

Supplier:Мосэнергосбыт
Amount:2.341987363E7

Supplier:Газпром межрегионгаз Москва
Amount:4.292697212E7

Supplier:Мосводоканал
Amount:2.4489585702E8

Supplier:Ростелеком
Amount:8.800734767E7

Supplier:РСВО
Amount:1.629179625E7

Supplier:прочие
Amount:3.5452858579E8

Supplier:управляющие компании
Amount:7

",1146138457
618,Юго-Восточный административный округ,Январь,2020,2.21853311528E9,"Supplier:ОАО «МОЭК»
Amount:6.9412231168E8

Supplier:Мосэнергосбыт
Amount:3.577330519E7

Supplier:Газпром межрегионгаз Москва
Amount:2.731222265E7

Supplier:Мосводоканал
Amount:1.9941100977E8

Supplier:Ростелеком
Amount:4314054

Supplier:РСВО
Amount:1.47706829E7

Supplier:прочие
Amount:4.7936944808E8

Supplier:управляющие компании
Amount:7.6346008101E8

",1146138458
619,Южный административный округ,Январь,2020,2.4195973856E9,"Supplier:ОАО «МОЭК»
Amount:9.1032436948E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2.5010901602E8

Supplier:Ростелеком
Amount:9.414923009E7

Supplier:РСВО
Amount:1.906266914E7

Supplier:прочие
Amount:4.378987733E8

Supplier:управляющие компании
Amount:6.777249279E8

",1146138501
